A§o,Mes,Nombre Servicio,Servicio en 67A,Cantidad,Senasa,Otros,Sin dato,RD,Haiti,Otros,Sin dato,Masculino,Femenino
2021,7,RX-COLUMNA LUMBO-SACRA AP Y LATERAL,Radiograf°a,7,6,1,0,6,0,0,1,2,5
2021,7,RX-COLUMNA LUMBOSACRA,Radiograf°a,10,9,1,0,10,0,0,0,0,10
2021,7,RX-CUELLO PARA TEJIDOS BLANDOS,Radiograf°a,3,3,0,0,3,0,0,0,1,2
2021,7,RX-HOMBRO AP,Radiograf°a,3,3,0,0,3,0,0,0,0,3
2021,7,RX-HOMBRO AP Y OTRA PROYECCION,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2021,7,RX-HOMBRO AP Y ROTACION INT Y EXT (3PROYECCIONES),Radiograf°a,2,2,0,0,2,0,0,0,0,2
2021,7,RX-MANO (O AMBAS) 2 POSICIONES (AP Y OBLICUA),Radiograf°a,12,12,0,0,12,0,0,0,2,10
2021,7,RX-PELVIS AP,Radiograf°a,3,3,0,0,3,0,0,0,1,2
2021,7,RX-PELVIS AP Y LATERAL,Radiograf°a,1,0,1,0,1,0,0,0,1,0
2021,7,RX-PIE 2 POSICIONES,Radiograf°a,5,5,0,0,5,0,0,0,2,3
2021,7,RX-RODILLA (AP Y LATERAL),Radiograf°a,21,20,1,0,21,0,0,0,1,20
2021,7,RX-SENOS PARANASALES,Radiograf°a,5,5,0,0,5,0,0,0,1,4
2021,7,RX-TOBILLO 2 POSICIONES (AP Y LATERAL),Radiograf°a,2,2,0,0,2,0,0,0,0,2
2021,7,RX-TORAX 2 POSICIONES (PA Y 1 OBLICUA / PA Y LATERAL),Radiograf°a,3,3,0,0,3,0,0,0,0,3
2021,7,RX-TORAX AP,Radiograf°a,2,2,0,0,2,0,0,0,1,1
2021,7,RX-TORAX PA,Radiograf°a,365,321,41,0,357,2,2,4,92,273
2021,7,SONOGRAFIA ABDOMINAL,Sonograf°a,198,172,23,0,194,2,2,0,51,147
2021,7,SONOGRAFIA DE CUELLO,Sonograf°a,14,12,1,0,14,0,0,0,2,12
2021,7,SONOGRAFIA DE MAMAS,Sonomamograf°a,775,669,98,0,756,3,6,10,11,764
2021,7,SONOGRAFIA DE TIROIDES,Sonograf°a,105,93,10,0,103,0,0,2,11,94
2021,7,SONOGRAFIA ESCROTAL (TESTICULO),Sonograf°a,5,5,0,0,5,0,0,0,5,0
2021,7,SONOGRAFIA PELVICA,Sonograf°a,61,53,7,0,60,1,0,0,27,34
2021,7,SONOGRAFIA PROSTATICA,Sonograf°a,23,23,0,0,23,0,0,0,23,0
2021,7,SONOGRAFIA TRANSVAGINAL,Sonograf°a,232,209,23,0,224,0,4,4,0,232
2021,7,TERAPIA FISICA BASICA MAS MODALIDAD CINETICA,Otros servicios de im†genes,113,108,5,0,113,0,0,0,11,102
2021,7,TOMA DE MUESTRA PAPANICOLAOU,Cistoscop°a,321,278,41,0,311,0,6,4,2,319
2021,7,TOMOGRAFIA ABDOMEN,Tomograf°a,178,151,21,0,171,2,5,0,67,111
2021,7,TOMOGRAFIA COLUMNA CERVICAL,Tomograf°a,6,6,0,0,6,0,0,0,1,5
2021,7,TOMOGRAFIA COLUMNA DORSAL,Tomograf°a,1,1,0,0,1,0,0,0,0,1
2021,7,TOMOGRAFIA COLUMNA LUMBAR,Tomograf°a,8,6,2,0,7,0,0,1,2,6
2021,7,TOMOGRAFIA CRANEO,Tomograf°a,75,70,4,0,72,1,1,1,19,56
2021,7,TOMOGRAFIA CUELLO (LARINGE O PARTES BLANDAS),Tomograf°a,20,17,3,0,20,0,0,0,7,13
2021,7,TOMOGRAFIA EXTREMIDADES INFERIORES,Tomograf°a,1,1,0,0,1,0,0,0,1,0
2021,7,TOMOGRAFIA ORBITA,Tomograf°a,1,0,1,0,1,0,0,0,1,0
2021,7,TOMOGRAFIA PELVIS,Tomograf°a,17,15,1,0,16,1,0,0,3,14
2021,7,TOMOGRAFIA SENOS PARA NASALES,Tomograf°a,15,12,3,0,15,0,0,0,3,12
2021,7,TOMOGRAFIA TORAX,Tomograf°a,215,180,31,0,208,3,3,1,62,153
2021,7,ULTRASONOGRAF?A DE PROSTATA TRANSRECTAL,Sonograf°a,18,17,1,0,17,0,0,1,18,0
2021,7,ULTRASONOGRAF?A DE TEJIDOS BLANDOS EN LAS EXTREMIDADES INFERIORES CON ,Sonograf°a,6,3,3,0,6,0,0,0,1,5
2021,7,ULTRASONOGRAF?A DE TEJIDOS BLANDOS EN LAS EXTREMIDADES SUPERIORES CON ,Sonograf°a,15,14,1,0,15,0,0,0,4,11
2021,7,ULTRASONOGRAFIAS DIAGNOSTICAS DE TEJIDOS BLANDOS DE PARED ABDOMINAL Y ,Sonograf°a,1,1,0,0,1,0,0,0,0,1
2021,7,UTRASONOGRAFIA PELVICA GINECOLOGICA TRANSABDOMINAL,Sonograf°a,1,1,0,0,1,0,0,0,0,1
2021,7,VIDEO COLONOSCOP?A DIAGN?STICA,Rectocismoidoscopia,52,42,10,0,51,0,0,1,15,37
2021,8,BIOPSIA POR TOMOGRAFIA ,Tomograf°a,32,24,6,0,32,0,0,0,11,21
2021,8,BIOPSIA SONODIRIGIDA DE MAMAS,Sonograf°a,92,67,22,0,89,1,2,0,0,92
2021,8,BIOPSIA SONODIRIGIDA DE MAMAS CON TRUCUT + AGUJA,Sonograf°a,1,0,1,0,1,0,0,0,0,1
2021,8,BIOPSIA SONODIRIGIDA DE PROSTATA,Sonograf°a,48,41,6,0,47,0,1,0,45,3
2021,8,BIOPSIA SONODIRIGIDA DE TIROIDES,Sonograf°a,79,58,19,0,78,0,0,1,3,76
2021,8,BIOPSIA SONODIRIGIDA PARTES BLANDAS (CON TRUCUT),Sonograf°a,9,9,0,0,9,0,0,0,2,7
2021,8,COLPOSCOPIA CON BIOPSIA,Colposcop°a,3,3,0,0,3,0,0,0,0,3
2021,8,COMPRESION FOCAL UNILATERAL,Otros servicios de im†genes,6,6,0,0,6,0,0,0,0,6
2021,8,DRENAJE ,Sonograf°a,3,2,1,0,3,0,0,0,0,3
2021,8,DRENAJE PERCUTANEO DE ABSCESOS Y COLECCIONES LIQUIDA,Sonograf°a,3,2,1,0,3,0,0,0,0,3
2021,8,ECOCARDIOGRAMA,Otros servicios de im†genes,181,152,26,0,176,2,3,0,50,131
2021,8,ESTUDIO DE COLORACION BASICA EN CITOLOGIA CERVICOVAGINAL (PAPANICOLAU),Otros servicios de im†genes,7,7,0,0,7,0,0,0,0,7
2021,8,GASTROSCOPIA A TRAVES DE ESTOMA ARTIFICIAL SOD,Endoscop°as G†strica,29,28,1,0,29,0,0,0,4,25
2021,8,INMUNOHISTOQUIMICA TEJIDOS L?QUIDOS (MEDULA Y SANGRE),Otros servicios de im†genes,1,1,0,0,1,0,0,0,0,1
2021,8,INMUNOHISTOQUIMICA TEJIDOS SOLIDOS,Otros servicios de im†genes,21,10,11,0,21,0,0,0,7,14
2021,8,MAGNIFICACION BILATERAL,Mamograf°a,2,1,1,0,2,0,0,0,0,2
2021,8,MAMOGRAFIA BILATERAL,Mamograf°a,585,525,59,0,581,0,4,0,4,581
2021,8,MAMOGRAFIA UNILATERAL,Mamograf°a,14,11,3,0,14,0,0,0,1,13
2021,8,MARCAJE POR SONOGRAFIA,Sonograf°a,2,2,0,0,2,0,0,0,0,2
2021,8,NEFROSTOMIA CERRADA,Otros servicios de im†genes,2,2,0,0,2,0,0,0,1,1
2021,8,POLIPECTOM?A,Rectocismoidoscopia,2,2,0,0,2,0,0,0,1,1
2021,8,RX-ABDOMEN SIMPLE 2 POSICIONES,Radiograf°a,2,1,1,0,2,0,0,0,1,1
2021,8,RX-CADERA COMPARATIVA,Radiograf°a,6,6,0,0,6,0,0,0,1,5
2021,8,RX-COLUMNA CERVICAL AP LAT Y OBLICUA,Radiograf°a,8,6,2,0,8,0,0,0,1,7
2021,8,RX-COLUMNA CERVICAL UN MINIMO DE 4 POSICIONES,Radiograf°a,3,2,0,0,3,0,0,0,2,1
2021,8,RX-COLUMNA DORSAL 2 POSICIONES,Radiograf°a,1,1,0,0,1,0,0,0,1,0
2021,8,RX-COLUMNA DORSAL AP,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2021,8,"RX-COLUMNA DORSAL AP, LATERLA Y 1 OBLICUA",Radiograf°a,1,1,0,0,1,0,0,0,0,1
2021,8,RX-COLUMNA DORSOLUMBAR,Radiograf°a,6,6,0,0,6,0,0,0,1,5
2021,8,RX-COLUMNA LUMBO-SACRA AP Y LATERAL,Radiograf°a,7,7,0,0,7,0,0,0,2,5
2021,8,RX-COLUMNA LUMBOSACRA,Radiograf°a,6,6,0,0,6,0,0,0,1,5
2021,8,RX-CRANEO AP Y LATERAL,Radiograf°a,1,1,0,0,1,0,0,0,1,0
2021,8,RX-CUELLO PARA TEJIDOS BLANDOS,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2021,8,RX-HOMBRO AP Y ROTACION INT Y EXT (3PROYECCIONES),Radiograf°a,6,5,1,0,6,0,0,0,1,5
2021,8,RX-MANO (O AMBAS) 2 POSICIONES (AP Y OBLICUA),Radiograf°a,3,3,0,0,3,0,0,0,0,3
2021,8,RX-PELVIS AP,Radiograf°a,2,2,0,0,2,0,0,0,0,2
2021,8,RX-PIE 2 POSICIONES,Radiograf°a,4,4,0,0,4,0,0,0,2,2
2021,8,RX-RODILLA (AP Y LATERAL),Radiograf°a,10,9,1,0,10,0,0,0,1,9
2021,8,RX-SENOS PARANASALES,Radiograf°a,4,4,0,0,4,0,0,0,1,3
2021,8,RX-TIBIA Y PERONE (AP Y LATERAL),Radiograf°a,2,2,0,0,2,0,0,0,1,1
2021,8,RX-TOBILLO 2 POSICIONES (AP Y LATERAL),Radiograf°a,3,3,0,0,2,0,0,1,1,2
2021,8,RX-TORAX 2 POSICIONES (PA Y 1 OBLICUA / PA Y LATERAL),Radiograf°a,1,1,0,0,1,0,0,0,0,1
2021,8,RX-TORAX PA,Radiograf°a,366,315,48,0,360,3,1,2,85,281
2021,8,SONOGRAFIA ABDOMINAL,Sonograf°a,215,197,16,0,210,2,1,2,56,159
2021,8,SONOGRAFIA DE CUELLO,Sonograf°a,12,9,3,0,12,0,0,0,1,11
2021,8,SONOGRAFIA DE MAMAS,Sonomamograf°a,954,827,120,0,943,2,7,2,6,948
2021,8,SONOGRAFIA DE TIROIDES,Sonograf°a,140,124,16,0,136,0,3,1,9,131
2021,8,SONOGRAFIA ESCROTAL (TESTICULO),Sonograf°a,5,5,0,0,5,0,0,0,5,0
2021,8,SONOGRAFIA PELVICA,Sonograf°a,52,49,3,0,52,0,0,0,15,37
2021,8,SONOGRAFIA PROSTATICA,Sonograf°a,31,26,4,0,30,0,1,0,30,1
2021,8,SONOGRAFIA TRANSVAGINAL,Sonograf°a,270,248,20,0,266,1,3,0,1,269
2021,8,TERAPIA FISICA BASICA MAS MODALIDAD CINETICA,Otros servicios de im†genes,78,77,1,0,78,0,0,0,12,66
2021,8,TOMA DE MUESTRA PAPANICOLAOU,Cistoscop°a,264,227,35,0,260,1,0,3,0,264
2021,8,TOMOGRAFIA ABDOMEN,Tomograf°a,194,161,31,0,190,1,3,0,63,131
2021,8,TOMOGRAFIA COLUMNA CERVICAL,Tomograf°a,3,3,0,0,3,0,0,0,1,2
2021,8,TOMOGRAFIA COLUMNA DORSAL,Tomograf°a,2,2,0,0,2,0,0,0,0,2
2021,8,TOMOGRAFIA COLUMNA LUMBAR,Tomograf°a,4,4,0,0,4,0,0,0,1,3
2021,8,TOMOGRAFIA CRANEO,Tomograf°a,75,69,6,0,75,0,0,0,25,50
2021,8,TOMOGRAFIA CUELLO (LARINGE O PARTES BLANDAS),Tomograf°a,24,22,2,0,24,0,0,0,10,14
2021,8,TOMOGRAFIA OIDOS,Tomograf°a,1,0,0,0,1,0,0,0,0,1
2021,8,TOMOGRAFIA ORBITA,Tomograf°a,1,0,1,0,1,0,0,0,0,1
2021,8,TOMOGRAFIA PELVIS,Tomograf°a,16,12,4,0,16,0,0,0,3,13
2021,8,TOMOGRAFIA SENOS PARA NASALES,Tomograf°a,9,8,1,0,9,0,0,0,2,7
2021,8,TOMOGRAFIA TORAX,Tomograf°a,181,153,25,0,176,2,3,0,58,123
2021,8,TOMOGRAFIAS SILLA TURCA,Tomograf°a,1,1,0,0,1,0,0,0,0,1
2021,8,ULTRASONOGRAF?A DE PROSTATA TRANSRECTAL,Sonograf°a,31,29,2,0,31,0,0,0,30,1
2021,8,ULTRASONOGRAF?A DE TEJIDOS BLANDOS EN LAS EXTREMIDADES INFERIORES CON ,Sonograf°a,8,4,4,0,8,0,0,0,3,5
2021,8,ULTRASONOGRAF?A DE TEJIDOS BLANDOS EN LAS EXTREMIDADES SUPERIORES CON ,Sonograf°a,18,14,4,0,18,0,0,0,2,16
2021,8,ULTRASONOGRAFIAS DIAGNOSTICAS DE TEJIDOS BLANDOS DE PARED ABDOMINAL Y ,Sonograf°a,3,2,1,0,3,0,0,0,1,2
2021,8,UTRASONOGRAFIA PELVICA GINECOLOGICA TRANSABDOMINAL,Sonograf°a,4,3,1,0,4,0,0,0,0,4
2021,8,UTRASONOGRAFIA PELVICA GINECOLOGICA TRANSVAGINAL,Sonograf°a,28,26,2,0,28,0,0,0,0,28
2021,8,VIDEO COLONOSCOP?A DIAGN?STICA,Rectocismoidoscopia,37,36,1,0,36,0,1,0,7,30
2021,9,BIOPSIA POR TOMOGRAFIA ,Tomograf°a,24,11,12,0,23,0,0,1,11,13
2021,9,BIOPSIA SONODIRIGIDA DE MAMAS,Sonograf°a,96,69,23,0,92,3,0,1,4,92
2021,9,BIOPSIA SONODIRIGIDA DE MAMAS CON TRUCUT + AGUJA,Sonograf°a,10,6,3,0,10,0,0,0,0,10
2021,9,BIOPSIA SONODIRIGIDA DE PROSTATA,Sonograf°a,63,50,12,0,59,0,3,1,59,4
2021,9,BIOPSIA SONODIRIGIDA DE TIROIDES,Sonograf°a,66,54,11,0,64,1,1,0,1,65
2021,9,BIOPSIA SONODIRIGIDA PARTES BLANDAS (CON TRUCUT),Sonograf°a,5,3,2,0,5,0,0,0,0,5
2021,9,COLPOSCOPIA CON BIOPSIA,Colposcop°a,6,6,0,0,6,0,0,0,0,6
2021,9,COMPRESION FOCAL UNILATERAL,Otros servicios de im†genes,5,5,0,0,5,0,0,0,0,5
2021,9,DRENAJE ,Sonograf°a,1,1,0,0,1,0,0,0,0,1
2021,9,DRENAJE PERCUTANEO DE ABSCESOS Y COLECCIONES LIQUIDA,Sonograf°a,1,1,0,0,1,0,0,0,0,1
2021,9,ECOCARDIOGRAMA,Otros servicios de im†genes,196,159,31,0,189,4,3,0,55,141
2021,9,ESTUDIO DE COLORACION BASICA EN CITOLOGIA CERVICOVAGINAL (PAPANICOLAU),Otros servicios de im†genes,3,3,0,0,3,0,0,0,0,3
2021,9,GASTROSCOPIA A TRAVES DE ESTOMA ARTIFICIAL SOD,Endoscop°as G†strica,50,47,3,0,48,0,0,2,12,38
2021,9,INMUNOHISTOQUIMICA TEJIDOS L?QUIDOS (MEDULA Y SANGRE),Otros servicios de im†genes,1,1,0,0,1,0,0,0,0,1
2021,9,INMUNOHISTOQUIMICA TEJIDOS SOLIDOS,Otros servicios de im†genes,20,9,11,0,20,0,0,0,7,13
2021,9,MAGNIFICACION BILATERAL,Mamograf°a,1,1,0,0,1,0,0,0,0,1
2021,9,MAMOGRAFIA BILATERAL,Mamograf°a,703,620,80,0,693,2,2,6,6,697
2021,9,MAMOGRAFIA UNILATERAL,Mamograf°a,13,13,0,0,13,0,0,0,0,13
2021,9,MARCAJE POR SONOGRAFIA,Sonograf°a,1,1,0,0,1,0,0,0,0,1
2021,9,MRI COLUMNA LUMBAR,Resonancia MagnÇtica,12,11,1,0,12,0,0,0,7,5
2021,9,MRI DE ABDOMEN,Resonancia MagnÇtica,23,21,2,0,23,0,0,0,5,18
2021,9,NEFROSTOMIA CERRADA,Otros servicios de im†genes,2,0,0,0,2,0,0,0,0,2
2021,9,POLIPECTOM?A,Rectocismoidoscopia,12,11,1,0,12,0,0,0,3,9
2021,9,RECTOSIGMOIDOSCOP?A CA CU,Rectocismoidoscopia,1,0,1,0,1,0,0,0,0,1
2021,9,RX-ABDOMEN SIMPLE 2 POSICIONES,Radiograf°a,5,3,2,0,5,0,0,0,3,2
2021,9,RX-CADERA COMPARATIVA,Radiograf°a,5,5,0,0,5,0,0,0,2,3
2021,9,RX-COLUMNA CERVICAL AP LAT Y OBLICUA,Radiograf°a,10,10,0,0,10,0,0,0,0,10
2021,9,RX-COLUMNA DORSAL AP,Radiograf°a,3,3,0,0,3,0,0,0,1,2
2021,9,RX-COLUMNA DORSOLUMBAR,Radiograf°a,7,6,1,0,7,0,0,0,2,5
2021,9,RX-COLUMNA LUMBO-SACRA AP Y LATERAL,Radiograf°a,4,4,0,0,4,0,0,0,1,3
2021,9,RX-COLUMNA LUMBOSACRA,Radiograf°a,18,18,0,0,18,0,0,0,3,15
2021,9,RX-CRANEO AP Y LATERAL,Radiograf°a,3,3,0,0,3,0,0,0,0,3
2021,9,RX-CUELLO PARA TEJIDOS BLANDOS,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2021,9,RX-HOMBRO AP Y ROTACION INT Y EXT (3PROYECCIONES),Radiograf°a,8,6,2,0,8,0,0,0,2,6
2021,9,"RX-HUMERO AP Y LATERAL, INCLUYENDO UNA ARTICULACION",Radiograf°a,3,3,0,0,3,0,0,0,1,2
2021,9,RX-MANO (O AMBAS) 2 POSICIONES (AP Y OBLICUA),Radiograf°a,7,6,1,0,7,0,0,0,1,6
2021,9,RX-PELVIS AP,Radiograf°a,7,7,0,0,7,0,0,0,2,5
2021,9,RX-PELVIS AP Y LATERAL,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2021,9,RX-PIE 2 POSICIONES,Radiograf°a,4,4,0,0,4,0,0,0,1,3
2021,9,RX-PIE UNA POSICION,Radiograf°a,2,2,0,0,2,0,0,0,0,2
2021,9,RX-RODILLA (AP Y LATERAL),Radiograf°a,18,16,2,0,17,0,1,0,1,17
2021,9,RX-SENOS PARANASALES,Radiograf°a,5,5,0,0,5,0,0,0,2,3
2021,9,RX-TIBIA Y PERONE (AP Y LATERAL),Radiograf°a,1,1,0,0,1,0,0,0,0,1
2021,9,RX-TOBILLO 2 POSICIONES (AP Y LATERAL),Radiograf°a,1,1,0,0,1,0,0,0,0,1
2021,9,RX-TORAX 2 POSICIONES (PA Y 1 OBLICUA / PA Y LATERAL),Radiograf°a,1,1,0,0,1,0,0,0,0,1
2021,9,RX-TORAX PA,Radiograf°a,362,300,57,0,357,3,1,1,91,271
2021,9,SONOGRAFIA ABDOMINAL,Sonograf°a,181,152,27,0,179,0,0,2,49,132
2021,9,SONOGRAFIA DE AXILA,Sonograf°a,2,2,0,0,2,0,0,0,0,2
2021,9,SONOGRAFIA DE CUELLO,Sonograf°a,14,13,1,0,14,0,0,0,3,11
2021,9,SONOGRAFIA DE MAMAS,Sonomamograf°a,1073,925,144,0,1059,2,6,6,9,1064
2021,9,SONOGRAFIA DE TIROIDES,Sonograf°a,120,107,13,0,117,0,2,1,11,109
2021,9,SONOGRAFIA ESCROTAL (TESTICULO),Sonograf°a,9,9,0,0,9,0,0,0,9,0
2021,9,SONOGRAFIA PELVICA,Sonograf°a,52,44,8,0,49,0,1,2,16,36
2021,9,SONOGRAFIA PROSTATICA,Sonograf°a,22,21,1,0,20,0,1,1,21,1
2021,9,SONOGRAFIA TRANSVAGINAL,Sonograf°a,295,268,25,0,293,1,0,1,0,295
2021,9,TERAPIA FISICA BASICA MAS MODALIDAD CINETICA,Otros servicios de im†genes,139,133,6,0,139,0,0,0,11,128
2021,9,TOMA DE MUESTRA PAPANICOLAOU,Cistoscop°a,394,345,48,0,385,1,6,2,0,394
2021,9,TOMOGRAFIA ABDOMEN,Tomograf°a,209,175,29,0,203,4,1,1,67,142
2021,9,TOMOGRAFIA CADERA,Tomograf°a,1,1,0,0,1,0,0,0,1,0
2021,9,TOMOGRAFIA COLUMNA CERVICAL,Tomograf°a,2,1,1,0,2,0,0,0,0,2
2021,9,TOMOGRAFIA COLUMNA DORSAL,Tomograf°a,2,2,0,0,2,0,0,0,2,0
2021,9,TOMOGRAFIA COLUMNA LUMBAR,Tomograf°a,8,8,0,0,8,0,0,0,3,5
2021,9,TOMOGRAFIA CRANEO,Tomograf°a,69,62,6,0,65,1,1,2,20,49
2021,9,TOMOGRAFIA CUELLO (LARINGE O PARTES BLANDAS),Tomograf°a,18,15,2,0,18,0,0,0,10,8
2021,9,TOMOGRAFIA EXTREMIDADES INFERIORES,Tomograf°a,3,3,0,0,3,0,0,0,2,1
2021,9,TOMOGRAFIA PELVIS,Tomograf°a,13,11,2,0,13,0,0,0,2,11
2021,9,TOMOGRAFIA SENOS PARA NASALES,Tomograf°a,12,11,1,0,11,0,1,0,2,10
2021,9,TOMOGRAFIA TORAX,Tomograf°a,199,175,23,0,193,2,2,2,66,133
2021,9,ULTRASONOGRAF?A DE PROSTATA TRANSRECTAL,Sonograf°a,32,29,3,0,32,0,0,0,31,1
2021,9,ULTRASONOGRAF?A DE TEJIDOS BLANDOS EN LAS EXTREMIDADES INFERIORES CON ,Sonograf°a,14,8,6,0,13,0,0,1,6,8
2021,9,ULTRASONOGRAF?A DE TEJIDOS BLANDOS EN LAS EXTREMIDADES SUPERIORES CON ,Sonograf°a,25,21,4,0,25,0,0,0,8,17
2021,9,"ULTRASONOGRAFIA DIAGNOSTICA DE MAMA, CON TRANSDUCTOR DE 7 MHZ O MAS",Sonograf°a,1,1,0,0,1,0,0,0,0,1
2021,9,ULTRASONOGRAFIAS DIAGNOSTICAS DE TEJIDOS BLANDOS DE PARED ABDOMINAL Y ,Sonograf°a,3,3,0,0,3,0,0,0,0,3
2021,9,UTRASONOGRAFIA PELVICA GINECOLOGICA TRANSABDOMINAL,Sonograf°a,5,5,0,0,5,0,0,0,1,4
2021,9,UTRASONOGRAFIA PELVICA GINECOLOGICA TRANSVAGINAL,Sonograf°a,22,22,0,0,21,0,1,0,0,22
2021,9,VIDEO COLONOSCOP?A DIAGN?STICA,Rectocismoidoscopia,45,42,3,0,43,0,0,2,12,33
2021,10,BIOPSIA POR TOMOGRAFIA ,Tomograf°a,25,16,9,0,25,0,0,0,10,15
2021,10,BIOPSIA SONODIRIGIDA CUELLO (GANGLIOS Y TIROIDES Y MASAS),Sonograf°a,2,1,1,0,2,0,0,0,1,1
2021,10,BIOPSIA SONODIRIGIDA DE MAMAS,Sonograf°a,48,34,14,0,48,0,0,0,1,47
2021,10,BIOPSIA SONODIRIGIDA DE MAMAS CON TRUCUT + AGUJA,Sonograf°a,9,5,3,0,9,0,0,0,0,9
2021,10,BIOPSIA SONODIRIGIDA DE PROSTATA,Sonograf°a,60,48,12,0,59,0,1,0,59,1
2021,10,BIOPSIA SONODIRIGIDA DE TIROIDES,Sonograf°a,66,56,10,0,64,0,2,0,3,63
2021,10,BIOPSIA SONODIRIGIDA PARTES BLANDAS (CON TRUCUT),Sonograf°a,2,1,1,0,2,0,0,0,2,0
2021,10,CITOSCOPIA ,Cistoscop°a,5,3,2,0,5,0,0,0,0,5
2021,10,COLPOSCOPIA CON BIOPSIA,Colposcop°a,1,1,0,0,1,0,0,0,0,1
2021,10,DRENAJE ,Sonograf°a,2,2,0,0,2,0,0,0,1,1
2021,10,ECOCARDIOGRAMA,Otros servicios de im†genes,178,152,23,0,174,1,2,1,43,135
2021,10,ESTUDIO DE COLORACION BASICA EN CITOLOGIA CERVICOVAGINAL (PAPANICOLAU),Otros servicios de im†genes,8,7,1,0,8,0,0,0,0,8
2021,10,GASTROSCOPIA A TRAVES DE ESTOMA ARTIFICIAL SOD,Endoscop°as G†strica,44,34,9,0,41,1,1,1,10,34
2021,10,INMUNOHISTOQUIMICA TEJIDOS L?QUIDOS (MEDULA Y SANGRE),Otros servicios de im†genes,1,1,0,0,1,0,0,0,1,0
2021,10,INMUNOHISTOQUIMICA TEJIDOS SOLIDOS,Otros servicios de im†genes,14,8,6,0,14,0,0,0,8,6
2021,10,MAGNIFICACION BILATERAL,Mamograf°a,1,1,0,0,1,0,0,0,0,1
2021,10,MAMOGRAFIA BILATERAL,Mamograf°a,723,637,79,0,708,2,7,6,3,720
2021,10,MAMOGRAFIA UNILATERAL,Mamograf°a,13,12,1,0,12,0,0,1,0,13
2021,10,MARCAJE POR SONOGRAFIA,Sonograf°a,2,0,2,0,2,0,0,0,0,2
2021,10,MRI COLUMNA LUMBAR,Resonancia MagnÇtica,38,35,3,0,37,0,0,1,12,26
2021,10,MRI COLUMNA SACRA,Resonancia MagnÇtica,2,2,0,0,2,0,0,0,1,1
2021,10,MRI DE ABDOMEN,Resonancia MagnÇtica,72,63,6,0,69,3,0,0,8,64
2021,10,POLIPECTOM?A,Rectocismoidoscopia,6,6,0,0,6,0,0,0,1,5
2021,10,RECTOSIGMOIDOSCOP?A CA CU,Rectocismoidoscopia,1,1,0,0,1,0,0,0,1,0
2021,10,RX-ABDOMEN SIMPLE 2 POSICIONES,Radiograf°a,3,3,0,0,3,0,0,0,0,3
2021,10,RX-ANTEBRAZO INCLUYENDO UNA ARTICULACION (AP Y LATERAL),Radiograf°a,1,0,1,0,1,0,0,0,1,0
2021,10,RX-CADERA COMPARATIVA,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2021,10,RX-CODO AP Y LATERAL,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2021,10,RX-COLUMNA CERVICAL AP LAT Y OBLICUA,Radiograf°a,8,8,0,0,8,0,0,0,1,7
2021,10,RX-COLUMNA DORSAL AP,Radiograf°a,3,3,0,0,3,0,0,0,1,2
2021,10,RX-COLUMNA DORSOLUMBAR,Radiograf°a,9,8,1,0,9,0,0,0,0,9
2021,10,RX-COLUMNA LUMBO-SACRA AP Y LATERAL,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2021,10,RX-COLUMNA LUMBOSACRA,Radiograf°a,8,8,0,0,7,0,1,0,4,4
2021,10,RX-CRANEO AP Y LATERAL,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2021,10,RX-HOMBRO AP Y ROTACION INT Y EXT (3PROYECCIONES),Radiograf°a,7,7,0,0,7,0,0,0,0,7
2021,10,RX-MANO (O AMBAS) 2 POSICIONES (AP Y OBLICUA),Radiograf°a,8,8,0,0,8,0,0,0,0,8
2021,10,RX-MU•ECA AP Y LATERAL,Radiograf°a,1,1,0,0,1,0,0,0,0,1
2021,10,RX-PELVIS AP,Radiograf°a,2,1,1,0,2,0,0,0,0,2
2021,10,RX-PIE 2 POSICIONES,Radiograf°a,2,2,0,0,2,0,0,0,0,2
2021,10,RX-RODILLA (AP Y LATERAL),Radiograf°a,16,15,1,0,16,0,0,0,2,14
2021,10,RX-SENOS PARANASALES,Radiograf°a,6,6,0,0,6,0,0,0,1,5
2021,10,RX-TOBILLO 2 POSICIONES (AP Y LATERAL),Radiograf°a,7,5,1,0,6,0,0,1,4,3
2021,10,RX-TORAX 2 POSICIONES (PA Y 1 OBLICUA / PA Y LATERAL),Radiograf°a,4,4,0,0,4,0,0,0,1,3
2021,10,RX-TORAX PA,Radiograf°a,302,259,39,0,295,2,3,2,82,220
2021,10,SONOGRAFIA ABDOMINAL,Sonograf°a,159,146,12,0,158,0,1,0,43,116
2021,10,SONOGRAFIA DE AXILA,Sonograf°a,1,1,0,0,1,0,0,0,0,1
2021,10,SONOGRAFIA DE CUELLO,Sonograf°a,7,5,1,0,6,0,1,0,2,5
2021,10,SONOGRAFIA DE MAMAS,Sonomamograf°a,1098,955,134,0,1076,5,9,8,9,1089
2021,10,SONOGRAFIA DE TIROIDES,Sonograf°a,104,95,8,0,102,0,2,0,6,98
